University_ID,University_Name,State,Official_Website,Established_Year,Recognition,Accreditation,NIRF_Rank,Courses,Popular_Courses,Departments,Eligibility,Tuition_Fee,Admission_Fee,Examination_Fee,Other_Fees,Placement_Cell,Placement_Policy,Placement_Rate,Average_Package,Highest_Package,Lowest_Package,Recruiters,Placement_Eligibility,Internship,Internship_Policy,Transport_Available,Transport_Fee,Transport_Routes,Transport_Timing,Library_Available,Library_Facilities,Library_Books,Digital_Library,E_Resources,Library_Timing,Hostel_Available,Boys_Hostel,Girls_Hostel,Hostel_Fee,Mess_Fee,Hostel_Timing,Hostel_Leave_Rules,Hostel_Discipline_Rules,Sports_Available,Sports_Facilities,Indoor_Sports,Outdoor_Sports,Gym,Exam_System,Attendance_Rule,Internal_Marks,External_Marks,Passing_Criteria,Re_Exam_Rule,Supplementary_Exam,Backlog_Rule,Scholarship,Counselling,Student_Clubs,Student_Support,Student_Feedback,Teaching_Rating,Placement_Rating,Hostel_Rating,Transport_Rating,Library_Rating,Sports_Rating,Overall_Rating
UNI057,Dr. B.R. Ambedkar Open University,nan,http://www.braou.ac.in/,1993,UGC Recognized,NAAC 'A' Grade,120,"Engineering: CSE, Mechanical | Management: MBA, BBA | Science: B.Sc, M.Sc","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",147005 per semester,7873,3391,5719,Active Training and Placement Cell,Strictly for registered final-year students,77% in 2023,8.9 Lakh Per Annum,24.6 Lakh Per Annum,3.9 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",15284,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",161675,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,50453,26629,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.7/5,4.4/5,4.2/5,3.9/5,4.8/5,4.3/5,4.3/5
UNI058,Dr. B. R. Ambedkar National Institute of Technology Jalandhar,nan,http://www.nitj.ac.in/,1982,UGC Recognized,NAAC 'A' Grade,83,"Engineering: Computer Science (CSE), Civil, Mechanical, ICT","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",122646 per semester,5931,4591,2671,Active Training and Placement Cell,Strictly for registered final-year students,94% in 2023,7.8 Lakh Per Annum,26.9 Lakh Per Annum,3.8 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",18403,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",212434,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,77613,29760,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.4/5,4.4/5,3.9/5,4.3/5,4.3/5,4.4/5,4.5/5
UNI059,Dr. Bhim Rao Abdekar University,nan,http://www.brauagra.com/,1981,UGC Recognized,NAAC 'A' Grade,137,"Engineering: CSE, Mechanical | Management: MBA, BBA | Science: B.Sc, M.Sc","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",98425 per semester,9520,3676,5225,Active Training and Placement Cell,Strictly for registered final-year students,91% in 2023,11.5 Lakh Per Annum,18.1 Lakh Per Annum,3.6 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",34514,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",216592,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,45896,31050,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.8/5,4.6/5,3.9/5,3.9/5,4.2/5,4.5/5,4.3/5
UNI060,B. S. Abdur Rahman University,nan,http://www.bsauniv.ac.in/,2008,UGC Recognized,NAAC 'A' Grade,93,"Engineering: CSE, Mechanical | Management: MBA, BBA | Science: B.Sc, M.Sc","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",55674 per semester,6228,3621,8436,Active Training and Placement Cell,Strictly for registered final-year students,78% in 2023,10.3 Lakh Per Annum,16.2 Lakh Per Annum,3.6 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",33078,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",115179,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,73014,36783,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.3/5,4.3/5,3.8/5,4.0/5,4.3/5,4.3/5,4.6/5
UNI061,Barkatullah University,nan,http://www.bubhopal.nic.in/,2000,UGC Recognized,NAAC 'A' Grade,87,"Engineering: CSE, Mechanical | Management: MBA, BBA | Science: B.Sc, M.Sc","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",139308 per semester,15192,4435,6310,Active Training and Placement Cell,Strictly for registered final-year students,76% in 2023,8.8 Lakh Per Annum,30.6 Lakh Per Annum,2.6 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",29151,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",226453,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,48460,25704,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.3/5,4.0/5,4.1/5,4.5/5,4.7/5,4.3/5,4.4/5
UNI062,VIT Bhopal,Madhya Pradesh,https://vitbhopal.ac.in/,1977,UGC Recognized,NAAC 'A' Grade,113,"Engineering: CSE, Mechanical | Management: MBA, BBA | Science: B.Sc, M.Sc","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",83229 per semester,13617,2930,6316,Active Training and Placement Cell,Strictly for registered final-year students,79% in 2023,11.1 Lakh Per Annum,20.7 Lakh Per Annum,3.2 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",26317,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",126575,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,65520,44837,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.5/5,3.9/5,3.7/5,4.0/5,4.6/5,4.2/5,4.3/5
UNI063,Bundelkhand University,nan,http://www.bundelkhanduniversity.org/,1963,UGC Recognized,NAAC 'A' Grade,61,"Engineering: CSE, Mechanical | Management: MBA, BBA | Science: B.Sc, M.Sc","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",50042 per semester,6206,3243,5945,Active Training and Placement Cell,Strictly for registered final-year students,92% in 2023,4.2 Lakh Per Annum,15.5 Lakh Per Annum,3.1 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",27291,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",84292,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,82416,25655,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.6/5,4.0/5,4.2/5,3.9/5,4.6/5,4.2/5,4.7/5
UNI064,University of Burdwan,nan,http://www.burdwanuniversity.ac.in/,1998,UGC Recognized,NAAC 'A' Grade,141,"Engineering: CSE, Mechanical | Management: MBA, BBA | Science: B.Sc, M.Sc","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",94554 per semester,15899,3054,6817,Active Training and Placement Cell,Strictly for registered final-year students,84% in 2023,10.8 Lakh Per Annum,37.6 Lakh Per Annum,3.2 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",31516,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",175996,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,66473,33047,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.3/5,4.0/5,4.2/5,3.9/5,4.6/5,4.7/5,4.6/5
UNI065,University of Calcutta,West Bengal,http://www.caluniv.ac.in/,2000,UGC Recognized,NAAC 'A' Grade,140,"Engineering: CSE, Mechanical | Management: MBA, BBA | Science: B.Sc, M.Sc","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",122737 per semester,18046,2255,9105,Active Training and Placement Cell,Strictly for registered final-year students,92% in 2023,11.9 Lakh Per Annum,15.6 Lakh Per Annum,3.1 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",31582,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",208926,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,58506,40816,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.1/5,4.6/5,3.7/5,4.3/5,4.8/5,4.0/5,4.0/5
UNI066,Central Agricultural University,nan,http://www.cau.org.in/,1992,UGC Recognized,NAAC 'A' Grade,27,"Engineering: CSE, Mechanical | Management: MBA, BBA | Science: B.Sc, M.Sc","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",60519 per semester,14441,4658,3065,Active Training and Placement Cell,Strictly for registered final-year students,94% in 2023,9.5 Lakh Per Annum,18.0 Lakh Per Annum,3.7 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",18398,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",175750,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,50056,40990,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.0/5,4.5/5,4.5/5,3.9/5,4.7/5,4.0/5,4.4/5
UNI067,Chaudhary Charan Singh University,nan,http://www.ccsuniversity.ac.in/,1941,UGC Recognized,NAAC 'A' Grade,56,"Engineering: CSE, Mechanical | Management: MBA, BBA | Science: B.Sc, M.Sc","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",122913 per semester,10603,3891,2388,Active Training and Placement Cell,Strictly for registered final-year students,82% in 2023,5.3 Lakh Per Annum,41.4 Lakh Per Annum,3.2 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",18339,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",134549,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,80051,26052,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.2/5,4.2/5,4.2/5,4.5/5,4.5/5,4.0/5,4.7/5
UNI068,Ch. Charan Singh University,nan,http://www.ccsuniversity.org/,1979,UGC Recognized,NAAC 'A' Grade,65,"Engineering: CSE, Mechanical | Management: MBA, BBA | Science: B.Sc, M.Sc","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",126157 per semester,11037,2434,5264,Active Training and Placement Cell,Strictly for registered final-year students,90% in 2023,9.6 Lakh Per Annum,32.7 Lakh Per Annum,2.8 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",17765,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",208352,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,62902,43538,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.0/5,4.0/5,4.3/5,4.2/5,4.6/5,4.5/5,4.0/5
UNI069,Center for Entrepreneurship and Small Business Management,nan,http://www.cesbm.ac.in/,1996,UGC Recognized,NAAC 'A' Grade,110,"Management: MBA (Finance, Marketing, HR), BBA","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",117459 per semester,23012,4408,9067,Active Training and Placement Cell,Strictly for registered final-year students,96% in 2023,7.9 Lakh Per Annum,30.1 Lakh Per Annum,3.3 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",30427,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",248897,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,77922,31873,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.5/5,3.9/5,4.2/5,4.0/5,4.6/5,4.3/5,4.8/5
UNI070,Christ University,Karnataka,http://www.christuniversity.in/,2010,UGC Recognized,NAAC 'A' Grade,141,"Engineering: CSE, Mechanical | Management: MBA, BBA | Science: B.Sc, M.Sc","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",87928 per semester,15655,2084,6136,Active Training and Placement Cell,Strictly for registered final-year students,95% in 2023,7.7 Lakh Per Annum,19.0 Lakh Per Annum,2.8 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",16273,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",92303,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,68590,27286,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.2/5,4.0/5,4.5/5,4.6/5,4.6/5,4.4/5,4.2/5
UNI071,Central Institute of English and Foreign Languages,nan,http://www.ciefl.org/,1969,UGC Recognized,NAAC 'A' Grade,58,"Engineering: CSE, Mechanical | Management: MBA, BBA | Science: B.Sc, M.Sc","B.Tech CSE, MBA Finance, B.Sc","Computer Science, Mechanical Engineering, Civil Engineering, Management Studies, Applied Sciences","Minimum 60% aggregate in 10+2 (Physics, Chemistry, Mathematics/Biology)",48852 per semester,16426,4263,7320,Active Training and Placement Cell,Strictly for registered final-year students,77% in 2023,5.8 Lakh Per Annum,31.0 Lakh Per Annum,3.2 Lakh Per Annum,"TCS, Infosys, Wipro, Cognizant, Amazon, Microsoft",Minimum 6.0 CGPA with no active backlogs,Mandatory 6-week summer internship,Stipend based on company selection,"Yes, across major city routes",20325,Over 15 designated routes,7:30 AM to 5:30 PM,Central Air-Conditioned Library,"Reading Room, Reference Section, Digital Access",183265,Available with remote access,"IEEE, Springer, ScienceDirect",8:00 AM to 8:00 PM,"Yes, for Boys and Girls",Available with 500+ capacity,Available with 300+ capacity,73454,39189,9:30 PM,Prior permission from Warden required,Strict anti-ragging policies enforced,"Yes, indoor and outdoor facilities","Football ground, Cricket pitch, Basketball courts","Table Tennis, Badminton, Chess","Football, Cricket, Volleyball, Athletics",Well-equipped modern gymnasium,Semester System (CBCS),Minimum 75% attendance mandatory,25% weightage,75% weightage,Minimum 40% aggregate required to pass,Conducted within 1 month of result declaration,Available for a maximum of 3 subjects,Maximum 4 backlogs allowed to promote to next year,Merit-based and Category-based scholarships available,Dedicated Student Counselling Centre,"Technical, Cultural, and Sports Clubs",Anti-Ragging Squad and Grievance Cell,End-semester anonymous feedback system,4.3/5,3.9/5,3.8/5,3.8/5,4.6/5,4.1/5,4.1/5
